photo_id,local_path,evaluation_category
vDSFdqBpxeQ,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\vDSFdqBpxeQ.jpg,horses
znKmV5D4BHg,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\znKmV5D4BHg.jpg,horses
zbzf2jNRUjg,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\zbzf2jNRUjg.jpg,horses
fOKbF4iDYzg,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\fOKbF4iDYzg.jpg,horses
hKHlMUfSOx8,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\hKHlMUfSOx8.jpg,horses
DvjWMZ4viw8,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\DvjWMZ4viw8.jpg,horses
xR3hdMS3Imw,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\xR3hdMS3Imw.jpg,horses
pIni8rmE5Cw,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\pIni8rmE5Cw.jpg,horses
cw1qmkKFD1E,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\cw1qmkKFD1E.jpg,horses
1bPXERSwOcg,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\1bPXERSwOcg.jpg,horses
_CxtV1uKk-Y,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\_CxtV1uKk-Y.jpg,horses
ZEKHSCxtcCU,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\ZEKHSCxtcCU.jpg,horses
yMBdkZA10Q8,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\yMBdkZA10Q8.jpg,horses
oGToiYG3-Xw,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\oGToiYG3-Xw.jpg,horses
A4yTy1onuCg,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\A4yTy1onuCg.jpg,horses
JroQHP260nU,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\JroQHP260nU.jpg,horses
2E-bjdW54xQ,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\2E-bjdW54xQ.jpg,horses
3HjLaBmY2a4,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\3HjLaBmY2a4.jpg,horses
lGPF8m5lyec,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\lGPF8m5lyec.jpg,horses
hep90R4cCoY,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\hep90R4cCoY.jpg,horses
IAVVv6z3D6g,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\IAVVv6z3D6g.jpg,horses
xbVRXxAHfY4,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\xbVRXxAHfY4.jpg,horses
p0-baYz_TcU,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\p0-baYz_TcU.jpg,horses
UtKquCqp3l0,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\UtKquCqp3l0.jpg,horses
Z7ks0_g-gHU,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\Z7ks0_g-gHU.jpg,horses
Q5oFixaamNg,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\Q5oFixaamNg.jpg,horses
_NdyDD-tZlM,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\_NdyDD-tZlM.jpg,horses
ujcmPPxhxT8,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\ujcmPPxhxT8.jpg,horses
I9329F5p1vE,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\I9329F5p1vE.jpg,horses
ubA4MSQh9Po,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\ubA4MSQh9Po.jpg,horses
6Qo7dWR2wZM,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\6Qo7dWR2wZM.jpg,horses
vtVq3dJKTDo,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\vtVq3dJKTDo.jpg,horses
wB0BJlqqC5A,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\wB0BJlqqC5A.jpg,horses
3538NojUJjI,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\3538NojUJjI.jpg,horses
XlxJUmDNKcE,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\XlxJUmDNKcE.jpg,horses
Kw98642cpqU,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\Kw98642cpqU.jpg,horses
x-ApSxOdRhg,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\x-ApSxOdRhg.jpg,horses
r9vIeE2uN7Y,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\r9vIeE2uN7Y.jpg,butterflies
gGgXp0a2dUQ,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\gGgXp0a2dUQ.jpg,butterflies
ogAYf-36sz0,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\ogAYf-36sz0.jpg,butterflies
NTWPWWpUE08,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\NTWPWWpUE08.jpg,butterflies
cFIrOY6fqNY,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\cFIrOY6fqNY.jpg,butterflies
aGHz9-KaO7Y,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\aGHz9-KaO7Y.jpg,butterflies
uCZuTa_iK_k,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\uCZuTa_iK_k.jpg,butterflies
CK7rdTauhDE,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\CK7rdTauhDE.jpg,butterflies
2VvgEtf0AYE,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\2VvgEtf0AYE.jpg,butterflies
RKN5sU44-go,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\RKN5sU44-go.jpg,butterflies
hpXX7cJXleE,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\hpXX7cJXleE.jpg,butterflies
K-zFlq3gMBU,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\K-zFlq3gMBU.jpg,butterflies
VWIESSJmfW8,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\VWIESSJmfW8.jpg,butterflies
1zFK6HwV0bA,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\1zFK6HwV0bA.jpg,butterflies
_CXlQkqZhkk,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\_CXlQkqZhkk.jpg,butterflies
2CubIH6NMEo,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\2CubIH6NMEo.jpg,butterflies
lzgLNsmmWPg,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\lzgLNsmmWPg.jpg,butterflies
6TzQTCwMngU,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\6TzQTCwMngU.jpg,butterflies
LqBLf8SkJ9s,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\LqBLf8SkJ9s.jpg,butterflies
VAxzTA5IStU,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\VAxzTA5IStU.jpg,butterflies
rNaV_4BmNCI,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\rNaV_4BmNCI.jpg,butterflies
PRWgfeB2rpQ,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\PRWgfeB2rpQ.jpg,butterflies
YOp0wOXTFqI,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\YOp0wOXTFqI.jpg,butterflies
13PjNBaDMcg,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\13PjNBaDMcg.jpg,butterflies
dKxY8ywc_0c,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\dKxY8ywc_0c.jpg,butterflies
U7P4amYntMs,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\U7P4amYntMs.jpg,butterflies
5AG8P7CrUNY,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\5AG8P7CrUNY.jpg,butterflies
XkF8LgDb0do,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\XkF8LgDb0do.jpg,butterflies
YOoFGjC8NxM,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\YOoFGjC8NxM.jpg,butterflies
0Z0eOvTRb3M,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\0Z0eOvTRb3M.jpg,trains
EG9qfm3BHR4,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\EG9qfm3BHR4.jpg,trains
N1kYr-N4468,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\N1kYr-N4468.jpg,trains
xpLNPVL3IJA,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\xpLNPVL3IJA.jpg,trains
E_8Z4php3PI,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\E_8Z4php3PI.jpg,trains
s01AtZLnj6c,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\s01AtZLnj6c.jpg,trains
3BfiCftN8Ds,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\3BfiCftN8Ds.jpg,trains
09BqxnVO7eU,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\09BqxnVO7eU.jpg,trains
rfPCwBdc7ZE,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\rfPCwBdc7ZE.jpg,trains
o4SYFlupp7M,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\o4SYFlupp7M.jpg,trains
jyBypGGipvw,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\jyBypGGipvw.jpg,trains
I-6mAkWKqSs,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\I-6mAkWKqSs.jpg,trains
a1-822HIfAE,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\a1-822HIfAE.jpg,trains
bgzCYIFEQcc,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\bgzCYIFEQcc.jpg,trains
EOq4Dj33G_U,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\EOq4Dj33G_U.jpg,trains
f_cfBQSZgTo,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\f_cfBQSZgTo.jpg,trains
uTCRyZvEcUo,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\uTCRyZvEcUo.jpg,trains
atrYvPAt4eA,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\atrYvPAt4eA.jpg,trains
9Kn4nEndOCY,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\9Kn4nEndOCY.jpg,trains
mf8A3tpVWPU,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\mf8A3tpVWPU.jpg,trains
RYvGgzHtClM,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\RYvGgzHtClM.jpg,trains
1RQFOp5LWrI,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\1RQFOp5LWrI.jpg,trains
ty8ZVbC-Wik,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\ty8ZVbC-Wik.jpg,trains
9twXXB0kI3I,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\9twXXB0kI3I.jpg,trains
s8i0-0RRK0E,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\s8i0-0RRK0E.jpg,trains
4IP4cPyyzRU,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\4IP4cPyyzRU.jpg,trains
c7kMymfmUbY,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\c7kMymfmUbY.jpg,trains
V59AnCzoSSQ,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\V59AnCzoSSQ.jpg,trains
xgvttvy0mnA,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\xgvttvy0mnA.jpg,trains
iKpWRAt0yj0,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\iKpWRAt0yj0.jpg,trains
eUs04ihWZMU,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\eUs04ihWZMU.jpg,trains
ToGwaZKbPT4,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\ToGwaZKbPT4.jpg,trains
OPAUTV_6n10,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\OPAUTV_6n10.jpg,trains
_VgYe8Yn1l0,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\_VgYe8Yn1l0.jpg,trains
K-QlsAWqP5Q,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\K-QlsAWqP5Q.jpg,trains
T2apDcwWGLA,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\T2apDcwWGLA.jpg,trains
wSkGPwlErxY,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\wSkGPwlErxY.jpg,trains
jzPaAXCbH84,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\jzPaAXCbH84.jpg,trains
ZBR7NAYRR4M,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\ZBR7NAYRR4M.jpg,trains
GtO__3-f2xA,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\GtO__3-f2xA.jpg,trains
ez67tKJAdxc,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\ez67tKJAdxc.jpg,trains
HeZrJCsjTiw,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\HeZrJCsjTiw.jpg,trains
9FnOlr5sMVw,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\9FnOlr5sMVw.jpg,trains
EB3p88GaSFw,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\EB3p88GaSFw.jpg,trains
RHU_TqqAVaI,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\RHU_TqqAVaI.jpg,trains
rSnV0lOhypw,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\rSnV0lOhypw.jpg,trains
Uv7-PUv50jI,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\Uv7-PUv50jI.jpg,trains
QLCw6TUQG_k,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\QLCw6TUQG_k.jpg,trains
CpppxlHFa-8,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\CpppxlHFa-8.jpg,trains
CNc8q-pDDRw,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\CNc8q-pDDRw.jpg,trains
9D33N8SI904,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\9D33N8SI904.jpg,trains
4VsPzCgUo98,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\4VsPzCgUo98.jpg,trains
-bA6TkrToiY,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\data\images\unsplash\-bA6TkrToiY.jpg,trains
